Book Name,Author,ISBN 13,ISBN,Number of Pages,Average Rating,Total Number of Ratings,Publication Date,Date Started,Date Completed
"Throne of Glass (Throne of Glass, #1)","Maas, Sarah J.",,,406,4.19,925589,"Aug 02, 2012","Apr 08, 2020","Apr 09, 2020"
"A Feast for Crows (A Song of Ice and Fire, #4)","Martin, George R.R.",9780553582024,055358202X,"1,061",4.15,688104,"Oct 17, 2005","Jan 29, 2021","Mar 27, 2021"
"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)","Rothfuss, Patrick",9780756410438,0756410436,159,3.89,133356,"Oct 28, 2014",not set,not set
"The Sea of Monsters (Percy Jackson and the Olympians, #2)","Riordan, Rick",9780786856862,0786856866,279,4.24,987601,"Apr 01, 2006","Oct 13, 2020","Oct 13, 2020"
"The Hero of Ages (Mistborn, #3)","Sanderson, Brandon",9780765316899,0765316897,572,4.51,346964,"Oct 14, 2008","Apr 06, 2020","Apr 08, 2020"
"The Well of Ascension (Mistborn, #2)","Sanderson, Brandon",9780765316882,0765316889,590,4.38,377470,"Aug 21, 2007","Mar 30, 2020","Apr 05, 2020"
"Blood of Elves (The Witcher, #1)","Sapkowski, Andrzej",9780316029193,031602919X,398,4.1,170187,1994,not set,not set
"The Final Empire (Mistborn, #1)","Sanderson, Brandon",9780765311788,,541,4.47,548037,"Jul 17, 2006",Oct 2020,"Oct 03, 2020"
"The Ship of the Dead (Magnus Chase and the Gods of Asgard, #3)","Riordan, Rick",9781423160939,1423160932,410,4.39,74675,"Oct 03, 2017","Mar 26, 2020","Apr 02, 2020"
"The Red Pyramid: The Graphic Novel (The Kane Chronicles: The Graphic Novels, #1)","Collar, Orpheus",9781423150688,1423150686,192,4.29,21313,"Oct 02, 2012",not set,not set
"The Wise Man's Fear (The Kingkiller Chronicle, #2)","Rothfuss, Patrick",9780756404734,0756404738,994,4.55,504663,"Mar 01, 2011","Jul 09, 2020","Jul 12, 2020"
"The Mark of Athena (The Heroes of Olympus, #3)","Riordan, Rick",9781423140603,1423140605,586,4.46,534125,"Oct 02, 2012",not set,not set
"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)","Riordan, Rick",9781423160922,1423160924,459,4.33,95822,"Oct 04, 2016","Mar 14, 2020","Mar 20, 2020"
"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)","Riordan, Rick",9781423160915,1423160916,499,4.24,189909,"Oct 06, 2015","Mar 10, 2020","Mar 14, 2020"
"The Lost Hero (The Heroes of Olympus, #1)","Riordan, Rick",9781423113393,142311339X,553,4.32,756220,"Oct 12, 2010",not set,not set
A Christmas Carol,"Dickens, Charles",9781561797462,1561797464,104,4.07,743509,"Dec 17, 1843",not set,not set
Emma,"Austen, Jane",9780141439587,0141439580,474,4.04,795145,"Sep 23, 1815",not set,not set
Sense and Sensibility,"Austen, Jane",,,409,4.08,1102501,"Oct 30, 1811",not set,not set
Jane Eyre,"Brontë, Charlotte",9780142437209,0142437204,532,4.14,1919175,"Oct 16, 1847","Jan 04, 2020","Jan 25, 2020"
Jane Eyre (Usborne Classics Retold),"Claybourne, Anna",9780794518707,0794518702,176,4.39,4911,"Jul 28, 2006",not set,not set
"The Name of the Wind (The Kingkiller Chronicle, #1)","Rothfuss, Patrick",9780756404079,075640407X,662,4.52,863851,"Mar 27, 2007","Jun 29, 2020","Jul 08, 2020"
"The Way of Kings (The Stormlight Archive, #1)","Sanderson, Brandon",9780765326355,0765326353,"1,007",4.65,404067,"Aug 31, 2010","May 25, 2020","Jun 09, 2020"
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,"Tolkien, J.R.R.",9780345538376,0345538374,"1,728",4.61,125471,"Oct 20, 1955",not set,not set
"The Gunslinger (The Dark Tower, #1)","King, Stephen",,,231,3.93,568972,"Jun 01, 1982",not set,not set
"The Eye of the World (The Wheel of Time, #1)","Jordan, Robert",9780812511819,0812511816,800,4.19,485476,"Jan 15, 1990","Jul 16, 2020","Jul 20, 2020"
"The Last Olympian (Percy Jackson and the Olympians, #5)","Riordan, Rick",9781423101475,1423101472,381,4.53,860595,"May 05, 2009",not set,not set
"The Titan's Curse (Percy Jackson and the Olympians, #3)","Riordan, Rick",9780141382890,0141382899,320,4.36,895864,"May 05, 2007","Oct 14, 2020","Oct 15, 2020"
The Hobbit,"Tolkien, J.R.R.",,,322,4.28,3529516,"Sep 21, 1937",not set,not set
"A Clash of Kings  (A Song of Ice and Fire, #2)","Martin, George R.R.",9780553381696,0553381695,969,4.41,871625,"Nov 16, 1998","Dec 06, 2020","Dec 13, 2020"
"The Tyrant’s Tomb (The Trials of Apollo, #4)","Riordan, Rick",9781368001441,1368001440,439,4.36,53553,"Sep 24, 2019",May 2020,"May 09, 2020"
The Fault in Our Stars,"Green, John",,,313,4.16,4574641,"Jan 10, 2012",not set,not set
Gulliver's Travels: Travels into Several Remote Nations of the World.,"Swift, Jonathan",9780141439495,0141439491,306,3.58,258998,1726,not set,not set
Bronte: Wuthering Heights (Macmillan Master Guides),"Spear, Hilda D.",9780333372869,0333372867,96,4.14,27286,"Apr 04, 1985",not set,not set
Gone with the Wind,"Mitchell, Margaret",,,"1,037",4.3,1165587,"Jun 30, 1936",not set,not set
Northanger Abbey,"Austen, Jane",9781593082642,1593082649,260,3.84,361415,"Dec 20, 1817",not set,not set
Mansfield Park,"Austen, Jane",,,488,3.86,324580,"Jul 01, 1814",not set,not set
Persuasion,"Austen, Jane",9780192802637,0192802631,249,4.15,630050,"Dec 20, 1817",not set,not set
A Thousand Splendid Suns,"Hosseini, Khaled",9781594489501,1594489505,372,4.41,1383549,2007,not set,not set
The Kite Runner,"Hosseini, Khaled",,,371,4.33,2869186,2003,not set,not set
Frankenstein: The 1818 Text,"Shelley, Mary",,,260,3.84,1414556,"Jan 01, 1818",not set,not set
The Alchemist,"Coelho, Paulo",9780062315007,0062315005,175,3.9,2679441,1988,not set,not set
Great Expectations,"Dickens, Charles",9780192833594,0192833596,544,3.79,745433,1860,not set,not set
"Foundation (Foundation, #1)","Asimov, Isaac",9780553803716,0553803719,244,4.17,492446,"Aug 30, 1951",not set,Dec 2018
Animal Farm,"Orwell, George",9780451526342,0451526341,141,3.98,3436058,"Aug 17, 1945",not set,not set
Little Women,"Alcott, Louisa May",,,449,4.13,2016614,1868,not set,not set
"A Storm of Swords (A Song of Ice and Fire, #3)","Martin, George R.R.",,,"1,218",4.54,729688,"Aug 08, 2000","Dec 13, 2020","Jan 29, 2021"
"City of Bones (The Mortal Instruments, #1)","Clare, Cassandra",,,485,4.08,1875042,"May 27, 2007","Oct 03, 2020","Oct 04, 2020"
"New Moon (The Twilight Saga, #2)","Meyer, Stephenie",,,563,3.58,1755567,"Sep 06, 2006",not set,not set
"The Lightning Thief (Percy Jackson and the Olympians, #1)","Riordan, Rick",,,377,4.29,2585641,"Jul 28, 2005","Oct 09, 2020","Oct 13, 2020"
"Twilight (The Twilight Saga, #1)","Meyer, Stephenie",9780316015844,0316015849,498,3.63,5973671,"Oct 05, 2005",not set,not set
"Harry Potter and the Goblet of Fire (Harry Potter, #4)","Rowling, J.K.",,,734,4.57,3237084,"Jul 08, 2000",not set,not set
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)","Rowling, J.K.",,,652,4.58,2955023,"Jul 16, 2005",not set,not set
"Harry Potter and the Deathly Hallows (Harry Potter, #7)","Rowling, J.K.",,,759,4.62,3367282,"Jul 21, 2007",not set,not set
"Mockingjay (The Hunger Games, #3)","Collins, Suzanne",9780439023511,0439023513,398,4.06,2840571,"Aug 24, 2010","May 25, 2020","Jun 14, 2020"
"Catching Fire (The Hunger Games, #2)","Collins, Suzanne",9780439023498,0439023491,391,4.3,3108561,"Sep 01, 2009","May 15, 2020","May 23, 2020"
"The Hunger Games (The Hunger Games, #1)","Collins, Suzanne",9780439023481,0439023483,374,4.32,7690257,"Sep 14, 2008","May 05, 2020","May 11, 2020"
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","Rowling, J.K.",,,912,4.5,3051588,"Jun 21, 2003",not set,not set
"Alice's Adventures in Wonderland (Alice's Adventures in Wonderland, #1)","Carroll, Lewis",,,96,4.0,340173,1865,not set,not set
"A Study in Scarlet (Sherlock Holmes, #1)","Doyle, Arthur Conan",9781420925531,1420925539,123,4.14,401726,"Nov 01, 1887",not set,not set
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)","Riordan, Rick",,,361,4.41,937645,"Mar 06, 2008","Oct 13, 2020","Oct 14, 2020"
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)","Rowling, J.K.",9780439655484,043965548X,435,4.58,3650864,"Jul 08, 1999",not set,not set
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","Rowling, J.K.",,,341,4.43,3458065,"Jul 02, 1998",not set,May 2018
"The Fellowship of the Ring (The Lord of the Rings, #1)","Tolkien, J.R.R.",9780618346257,0618346252,398,4.38,2636770,"Jul 29, 1954",not set,not set
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Rowling, J.K.",,,309,4.47,8942493,"Jun 26, 1997",not set,May 2018
Pride and Prejudice,"Austen, Jane",,,279,4.28,3794280,"Jan 28, 1813",not set,Jan 2019
