name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
Lost You,0.706,0.59,6,-5.393,1,0.0401,0.27699999999999997,0.0,0.155,0.69,89.99799999999999,spotify:track:57xregURRCrNl7IHUp6Qco
bad guy,0.701,0.425,7,-10.965,1,0.375,0.32799999999999996,0.13,0.1,0.562,135.128,spotify:track:2Fxmhks0bxGSBdJ92vM42m
everything i wanted,0.7040000000000001,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ
Lose You To Love Me,0.488,0.34299999999999997,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,spotify:track:4l0Mvzj72xxOpRrp6h8nHi
betty,0.593,0.377,0,-8.761000000000001,1,0.0253,0.6,0.0,0.0976,0.502,95.939,spotify:track:5kI4eCXXzyuIUXjQra0Cxi
A Song for Everything,0.578,0.569,1,-7.8629999999999995,1,0.0357,0.159,0.0,0.105,0.187,100.037,spotify:track:59C9WyONT72bKyaystIzjq
The Feels,0.6940000000000001,0.7879999999999999,6,-5.33,0,0.0631,0.109,0.0,0.0647,0.903,96.98200000000001,spotify:track:4c10Mtlt9dPeKvP61sicAs
Good Woman,0.34600000000000003,0.436,2,-6.933,1,0.0287,0.0942,5.57e-06,0.10400000000000001,0.281,131.718,spotify:track:71K52AGlhXq9wAEl7lE5Yv
Chasing After You (with Maren Morris),0.596,0.679,4,-6.395,1,0.0394,0.723,0.0,0.11599999999999999,0.479,131.912,spotify:track:1ZIKpMTRPqhwAoVXWY3tXI
Bluebird,0.6609999999999999,0.633,7,-5.986000000000001,1,0.0348,0.038,2.75e-06,0.124,0.613,81.984,spotify:track:0kPeZAyIhIfeZNrtfjJGDB
Settling Down,0.643,0.7559999999999999,6,-5.8,0,0.0305,0.0215,0.000268,0.10099999999999999,0.934,90.001,spotify:track:53bZYxVbCYm6w1Gx8U64bz
Don't Start Now,0.7929999999999999,0.7929999999999999,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,spotify:track:3PfIrDoz19wz7qK7tYeu62
Watermelon Sugar,0.5479999999999999,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,spotify:track:6UelLqGlWMcVH1E5c4H7lY
Adore You,0.6759999999999999,0.7709999999999999,8,-3.675,1,0.0483,0.0237,7.000000000000001e-06,0.102,0.569,99.04799999999999,spotify:track:3jjujdWJ72nww5eGnfs2E7
The Bones,0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.33399999999999996,77.00399999999999,spotify:track:7yFhA2fUsL2oIMWlw5DaHQ
Levitating,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,spotify:track:39LLxExYz6ewLAcYrzQQyP
"10,000 Hours (with Justin Bieber)",0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,spotify:track:2wrJq5XKLnmhRXHIAf9xBa
The Bones - with Hozier,0.561,0.597,11,-6.0,0,0.0405,0.28600000000000003,0.0,0.0979,0.355,76.82600000000001,spotify:track:1yTTMcUhL7rtz08Dsgb7Qb
What Do You Mean?,0.845,0.5670000000000001,5,-8.118,0,0.0956,0.59,0.0014199999999999998,0.0811,0.7929999999999999,125.02,spotify:track:4B0JvthVoAAuygILe3n4Bs
No Pressure,0.644,0.595,1,-6.877000000000001,1,0.215,0.121,0.0,0.27899999999999997,0.5539999999999999,148.889,spotify:track:23UV8pJEvRnAZd6ZAXBC0H
Life Is Worth Living,0.5579999999999999,0.29600000000000004,10,-9.18,1,0.0427,0.907,0.0,0.10800000000000001,0.46299999999999997,76.04,spotify:track:4yWCzA44dQyp0SoeM81bUb
Purpose,0.48100000000000004,0.285,0,-10.847999999999999,1,0.0424,0.9,0.0,0.12300000000000001,0.316,130.029,spotify:track:2IjyFRCRn8x1bEquOM3vxg
No Sense,0.643,0.499,2,-6.795,0,0.0308,0.0478,0.0,0.10800000000000001,0.363,133.97799999999998,spotify:track:5L9WFUodzACitS1TiGm7Mi
Get Used To It,0.687,0.705,9,-8.453,0,0.0522,0.0339,0.0,0.16399999999999998,0.449,110.04799999999999,spotify:track:4AMnUGvZUVJgDuY7rOPzUZ
I'll Show You,0.361,0.608,9,-6.757000000000001,0,0.098,0.05,7.96e-05,0.183,0.0789,191.812,spotify:track:0SNIAtRCPVVLoGEPcuHSIc
Monster (Shawn Mendes & Justin Bieber),0.64,0.392,2,-7.246,0,0.0574,0.0593,0.0,0.0839,0.502,145.838,spotify:track:1HbA4N1MiOsPthALesGFR1
Hold On,0.6579999999999999,0.634,1,-5.797000000000001,0,0.0413,0.0106,0.0,0.132,0.29,139.98,spotify:track:4u4NyuceXP7Uzh7XFJKCr1
Our Song,0.6679999999999999,0.672,2,-4.931,1,0.0303,0.111,0.0,0.32899999999999996,0.539,89.01100000000001,spotify:track:1j6gmK6u4WNI33lMZ8dC1s
Dancing With Our Hands Tied,0.624,0.691,0,-6.686,0,0.196,0.0604,1.1e-05,0.138,0.284,160.024,spotify:track:7I7JbDv63ZJJsSi24DyJrz
Can’t Take My Eyes Off You - BBC Live Version,0.377,0.298,7,-8.687000000000001,1,0.0492,0.248,0.0,0.18100000000000002,0.19699999999999998,71.1,spotify:track:1NMV6t8OE4Ax2NkZnfmV1W
Can’t Imagine,0.504,0.158,0,-14.526,1,0.102,0.847,2.42e-06,0.354,0.385,111.83200000000001,spotify:track:6aoE1FqaJCXEk5vdOChJRR
Look Up At The Stars,0.45899999999999996,0.579,2,-4.93,1,0.0315,0.0526,0.0,0.203,0.461,83.98100000000001,spotify:track:3XK7BaY0KkRnu7cpZlOZwI
Always Been You,0.366,0.381,3,-7.1339999999999995,1,0.0406,0.20199999999999999,0.0,0.0828,0.32899999999999996,127.645,spotify:track:1kAbF9Ef1gwga8Wx9GgFJ2
24 Hours,0.489,0.369,5,-8.322000000000001,1,0.0478,0.47100000000000003,0.00713,0.12300000000000001,0.37799999999999995,85.65,spotify:track:19SSYk30oo7wjtvQO0inc3
Wonder,0.442,0.631,1,-5.096,0,0.05,0.136,2.2899999999999998e-05,0.133,0.129,139.774,spotify:track:7rV6w1rff0TA61omGxvcCB
Fake A Smile,0.447,0.5529999999999999,0,-4.817,1,0.0322,0.212,0.0,0.165,0.252,149.877,spotify:track:6rAGFY9D3ah6Lb7fUgbNNH
"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",0.46299999999999997,0.4,6,-9.999,0,0.0308,0.643,2.46e-05,0.131,0.121,77.314,spotify:track:7B3UAPLYAbwXVgbHSKEaTw
Lover (Remix) [feat. Shawn Mendes],0.44799999999999995,0.603,7,-7.176,1,0.064,0.433,0.0,0.0862,0.42200000000000004,205.27200000000002,spotify:track:3i9UVldZOE0aD0JnyfAZZ0
I'm Alive,0.691,0.64,8,-5.087,1,0.0384,0.0247,5.24e-06,0.2,0.452,101.991,spotify:track:2FTZeRHQ4gRPViPMpWL9uX
cardigan,0.613,0.581,0,-8.588,0,0.0424,0.537,0.00034500000000000004,0.25,0.551,130.033,spotify:track:4R2kfaDFhslZEMJqAFNpdd
"Alone, Pt. II",0.67,0.6679999999999999,3,-4.306,0,0.0422,0.536,0.0,0.133,0.608,88.03299999999999,spotify:track:0bMbDctzMmTyK2j74j3nF3
Let's Talk About Love,0.555,0.34299999999999997,7,-10.556,0,0.0289,0.46299999999999997,7.13e-05,0.138,0.157,124.87899999999999,spotify:track:1gVX2sJy1oFzylg4Ew3F2X
Darkside,0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.17300000000000001,0.12300000000000001,169.988,spotify:track:6SRWhUJcD2YKahCwHavz3X
Delicate,0.75,0.40399999999999997,9,-10.177999999999999,0,0.0682,0.21600000000000003,0.000357,0.0911,0.0499,95.045,spotify:track:6NFyWDv5CjfwuzoCkw47Xf
Safe & Sound - from The Hunger Games Soundtrack,0.47100000000000003,0.3,7,-10.807,1,0.027999999999999997,0.883,1.05e-05,0.0698,0.289,144.319,spotify:track:0z9UVN8VBHJ9HdfYsOuuNf
Faded,0.46799999999999997,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,spotify:track:698ItKASDavgwZ3WjaWjtz
"I Choose - From The Netflix Original Film ""The Willoughbys""",0.66,0.631,0,-6.4639999999999995,1,0.0764,0.386,0.0,0.16,0.41600000000000004,138.007,spotify:track:13QIjo2iGBgl56mNDjJOet
Perfect,0.599,0.44799999999999995,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,spotify:track:0tgVpDi06FyKpA1z0VMD4v
Lily,0.423,0.634,6,-5.877000000000001,0,0.0578,0.196,0.0,0.18899999999999997,0.467,150.97799999999998,spotify:track:0lks2Kt9veMOFEAPN0fsqN
Sing Me to Sleep,0.474,0.622,4,-6.381,0,0.061,0.0129,3.82e-06,0.327,0.158,176.062,spotify:track:1tfVpMI8G6EakZU4rEja4w
The Spectre,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.0019100000000000002,0.0903,0.198,127.95700000000001,spotify:track:2DGa7iaidT5s0qnINlwMjJ
Alone,0.6729999999999999,0.914,10,-3.9619999999999997,1,0.0496,0.22899999999999998,0.000478,0.18600000000000003,0.183,97.021,spotify:track:3LlmKSHR3Rs0Y3KHQLAYDk
Señorita,0.759,0.5479999999999999,9,-6.0489999999999995,0,0.028999999999999998,0.0392,0.0,0.0828,0.7490000000000001,116.96700000000001,spotify:track:6v3KW9xbzN5yKLt9YKDYA2
Perfectly Wrong,0.361,0.311,2,-11.748,0,0.0369,0.872,0.0,0.0987,0.32299999999999995,89.36200000000001,spotify:track:6nat4Z7iRKWVk1qngQqI0Q
Don't Be A Fool,0.473,0.33899999999999997,11,-6.039,0,0.0364,0.596,0.0,0.10300000000000001,0.265,175.264,spotify:track:7msCKNrI0vZw9H4MIgLnAh
Fallin' All In You,0.853,0.47600000000000003,8,-6.696000000000001,1,0.0361,0.405,0.0,0.111,0.7959999999999999,92.038,spotify:track:5EYBryPOgIEPB7r5QIy6eG
Mercy,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.35600000000000004,148.128,spotify:track:0AS63m1wHv9n4VVRizK6Hc
Where Were You In The Morning?,0.716,0.519,7,-7.472,1,0.0554,0.5539999999999999,0.0,0.0993,0.466,87.963,spotify:track:376Gg7Oxo5C5jUWDWpVXeI
If I Can't Have You,0.6920000000000001,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.8640000000000001,123.911,spotify:track:6LsAAHotRLMOHfCsSfYCsz
Stitches,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,spotify:track:3zkWCteF82vJwv0hRLba76
A Little Too Much,0.451,0.507,11,-6.24,1,0.0316,0.473,0.0,0.10800000000000001,0.564,165.76,spotify:track:1T7AiFL9ruKKwlONN35Vh0
Nervous,0.841,0.623,0,-6.76,1,0.0776,0.0404,0.0,0.126,0.7440000000000001,121.98299999999999,spotify:track:5wxurz8J6YlyQRNnGN8zXS
In My Blood,0.622,0.7120000000000001,5,-7.321000000000001,1,0.066,0.0573,0.0,0.13,0.48700000000000004,140.025,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH
Treat You Better,0.455,0.797,10,-4.133,0,0.36,0.132,0.0,0.11,0.757,165.717,spotify:track:1rtDwblY1CJ9i490fMzJnc
right where you left me - bonus track,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.11699999999999999,0.645,137.915,spotify:track:3zwMVvkBe2qIKDObWgXw4N
Anyone,0.6859999999999999,0.5379999999999999,2,-8.026,1,0.0345,0.18100000000000002,3.13e-06,0.113,0.584,115.884,spotify:track:31qCy5ZaophVA81wtlwLc4
Mistletoe,0.657,0.56,6,-9.049,0,0.0467,0.498,0.0,0.0794,0.8540000000000001,161.993,spotify:track:7xapw9Oy21WpfEcib2ErSA
Shape of You,0.825,0.652,1,-3.1830000000000003,0,0.0802,0.581,0.0,0.0931,0.9309999999999999,95.977,spotify:track:7qiZfU4dY1lWllzX7mPBI3
All By Myself,0.344,0.325,11,-10.005,0,0.0287,0.35,0.0223,0.0686,0.0775,118.515,spotify:track:0gsl92EMIScPGV1AU35nuD
Seduces Me,0.278,0.369,7,-10.364,0,0.0389,0.67,0.00072,0.0865,0.183,176.66299999999998,spotify:track:2AOQu67ykWymbJyompxTJ2
Make You Happy,0.5720000000000001,0.768,5,-6.377999999999999,0,0.057,0.0387,0.0,0.298,0.61,175.827,spotify:track:4YenwP7sh9N4jIb6YP7dEB
Falling Into You,0.371,0.505,2,-9.052,0,0.0314,0.382,0.0,0.115,0.564,193.24599999999998,spotify:track:7KWMxUH7lORLTob6aMpXBU
"Because You Loved Me (Theme from ""Up Close and Personal"")",0.615,0.467,1,-9.883,1,0.0327,0.314,0.0,0.099,0.177,119.919,spotify:track:28UMiBhn383n9S7GL4tsxD
It's All Coming Back to Me Now,0.384,0.43799999999999994,0,-9.149,1,0.0362,0.753,0.0,0.10099999999999999,0.287,87.90299999999999,spotify:track:5EQzuYfTZt7B2LqlvTF49l
Where Is the Love,0.42,0.293,7,-12.177,1,0.0368,0.636,0.0,0.12300000000000001,0.111,152.697,spotify:track:5IDjeYet2H8pc0p7EV2Hkz
Us,0.505,0.358,5,-9.302999999999999,1,0.0281,0.29100000000000004,3.39e-06,0.0935,0.174,132.372,spotify:track:478lu5QbS9PdeK0jmEJzOY
Miles to Go (Before I Sleep),0.595,0.449,10,-8.936,1,0.0336,0.23399999999999999,6.97e-06,0.301,0.431,138.86,spotify:track:3Qq6BnuQjAx9XWY9G699Zj
When I Need You,0.258,0.368,1,-10.353,1,0.0466,0.396,3.76e-06,0.11900000000000001,0.161,76.843,spotify:track:3UechF8u88C4qkP6jkctNS
Love Is On the Way,0.575,0.34700000000000003,7,-10.265,0,0.0367,0.507,0.0,0.135,0.114,112.148,spotify:track:542daUuyOAbVEE9RtI1zgN
Immortality (feat. Bee Gees),0.546,0.315,2,-11.208,1,0.0324,0.601,3.43e-06,0.0795,0.0756,82.95100000000001,spotify:track:0HuNPrWCyZpCx59pu9ON99
A New Day Has Come,0.436,0.33299999999999996,6,-9.869,1,0.0354,0.722,9.61e-06,0.187,0.0609,119.48299999999999,spotify:track:6LefIBy3hzTN6Yd1m81gpC
When the Wrong One Loves You Right,0.653,0.878,9,-3.6060000000000003,1,0.0291,0.142,0.000356,0.0686,0.289,92.97399999999999,spotify:track:4aZiCz1tTjBZzqpT68sMEW
The Greatest Reward,0.49700000000000005,0.43,1,-8.134,1,0.0294,0.596,1.1900000000000001e-05,0.16,0.172,135.97,spotify:track:5xfgiaYKuvqIEESqkoSzs2
Sorry for Love,0.611,0.9079999999999999,6,-4.665,0,0.0468,0.0344,3.02e-05,0.127,0.46799999999999997,125.985,spotify:track:21CY2eITFdWkKFrAZOWRNq
Have You Ever Been In Love,0.46399999999999997,0.43200000000000005,6,-7.024,1,0.0312,0.611,0.0,0.141,0.11,137.482,spotify:track:6EjH7ihkymLIS2Z235vN21
Right In Front of You,0.612,0.602,7,-5.398,1,0.0265,0.259,0.0,0.161,0.381,99.661,spotify:track:2BoLCHXNjxIiMV7ggkrlDQ
champagne problems,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.31900000000002,spotify:track:0sY6ZUTh4yoctD8VIXz339
Dear John,0.583,0.46799999999999997,4,-5.377999999999999,1,0.0278,0.183,1.65e-06,0.111,0.126,119.375,spotify:track:3K2es3gElMRJ3qvmPW442g
Hearts Don't Break Around Here,0.604,0.366,7,-7.881,1,0.0267,0.7190000000000001,0.0,0.162,0.18100000000000002,105.177,spotify:track:2dfHh7ECGxfNqZTQno09Vk
Invisible,0.612,0.39399999999999996,7,-5.723,1,0.0243,0.637,0.0,0.147,0.233,96.001,spotify:track:1k3PzDNjg38cWqOvL4M9vq
Tied Together with a Smile,0.479,0.578,2,-4.963,1,0.0294,0.525,0.0,0.0841,0.192,146.165,spotify:track:2zzxwmoOBnXDT0KnJsoIWk
Teardrops On My Guitar - Radio Single Remix,0.621,0.41700000000000004,10,-6.941,1,0.0231,0.28800000000000003,0.0,0.11900000000000001,0.289,99.95299999999999,spotify:track:2TF4UtYreqNbQ6Z9AccldU
Blank Space,0.76,0.703,5,-5.412000000000001,1,0.054000000000000006,0.10300000000000001,0.0,0.0913,0.57,95.99700000000001,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g
Style,0.588,0.7909999999999999,7,-5.595,1,0.0402,0.00245,0.0025800000000000003,0.11800000000000001,0.48700000000000004,94.93299999999999,spotify:track:0ug5NqcwcFR2xrfTkc7k8e
State Of Grace,0.588,0.825,4,-5.882000000000001,1,0.0328,0.000197,0.0013800000000000002,0.0884,0.397,129.968,spotify:track:0b16LTzby1YRVd2nq2Z0fw
"Touch The Sky - From ""Brave""/Soundtrack",0.37200000000000005,0.6409999999999999,2,-7.954,1,0.047,0.13699999999999998,0.0,0.10300000000000001,0.33,119.01299999999999,spotify:track:5yyqx4brn6Bm9U1Rj9ENnz
How Far I'll Go - Alessia Cara Version,0.31,0.54,9,-9.629,1,0.34600000000000003,0.163,0.000129,0.0713,0.14800000000000002,180.99400000000003,spotify:track:1ehPJRt49h6N0LoryqKZXq
Tenerife Sea,0.53,0.34600000000000003,8,-10.497,1,0.0376,0.6970000000000001,1.07e-05,0.105,0.359,121.876,spotify:track:1HbcclMpw0q2WDWpdGCKdS
One,0.46399999999999997,0.321,2,-11.12,1,0.0418,0.877,0.0,0.0789,0.306,93.52799999999999,spotify:track:5TvFfDlVoUWZvfqrhTJzD7
Autumn Leaves - Deluxe Edition,0.555,0.257,10,-12.637,1,0.0299,0.892,1.42e-06,0.124,0.431,89.01299999999999,spotify:track:7iBSkXB0pTvZasOLf0Qxk9
Grade 8,0.74,0.807,0,-9.976,0,0.0363,0.0446,4.02e-05,0.0538,0.7809999999999999,101.042,spotify:track:0obzwoGjXdORtAwYWZ9s53
Drunk,0.733,0.652,7,-9.101,1,0.0696,0.419,2.37e-06,0.521,0.45899999999999996,99.99799999999999,spotify:track:4RnCPWlBsY7oUDdyruod7Y
Lego House,0.5920000000000001,0.637,11,-8.48,1,0.0992,0.562,0.0,0.13,0.565,159.701,spotify:track:5ubHAQtKuFfiG4FXfLP804
Thinking out Loud,0.7809999999999999,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,spotify:track:34gCuhDGsG4bRPIf9bb02f
Photograph,0.614,0.379,4,-10.48,1,0.0476,0.607,0.00046399999999999995,0.0986,0.201,107.98899999999999,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL
Afterglow,0.6409999999999999,0.324,11,-5.851,1,0.0299,0.698,0.0,0.32799999999999996,0.273,110.184,spotify:track:0E4Y1XIbs8GrAT1YqVy6dq
"Main Titles - The Little Mermaid - From ""The Little Mermaid""/Score",0.0912,0.195,7,-16.486,1,0.0366,0.8109999999999999,0.7859999999999999,0.27,0.158,86.25299999999999,spotify:track:09HBvmj0dUeQYHGbKJefR5
"Kiss the Girl - From ""The Little Mermaid""/ Soundtrack Version",0.667,0.239,0,-15.923,1,0.0481,0.6859999999999999,0.0,0.10400000000000001,0.721,134.857,spotify:track:4HGIPyqDxSf863tPOwXiLJ
"Under the Sea - From ""The Little Mermaid"" / Soundtrack Version",0.511,0.475,10,-14.667,1,0.161,0.708,0.0,0.105,0.8190000000000001,98.95700000000001,spotify:track:6oYkwjI1TKP9D0Y9II1GT7
"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",0.27399999999999997,0.14400000000000002,5,-14.515999999999998,1,0.0482,0.92,0.000388,0.29,0.302,61.551,spotify:track:7tUSJY4nsDBJTjd1UXKRsT
"Kingdom Dance - From ""Tangled""/Score",0.239,0.614,4,-9.818999999999999,1,0.0773,0.0904,0.40299999999999997,0.129,0.47,155.658,spotify:track:0jkGkwy510cvhy0jYPFme4
How Does A Moment Last Forever,0.281,0.273,1,-9.128,1,0.0325,0.89,0.0,0.287,0.348,79.893,spotify:track:0CJvw1j88DGbvDhqmjJgc8
"Beauty and the Beast - From ""Beauty and the Beast"" / Duet",0.297,0.39,6,-10.687000000000001,0,0.034,0.6629999999999999,2.13e-05,0.155,0.161,153.55100000000002,spotify:track:1lb36bFPzVYUBER5QatHAY
"Something There - From ""Beauty and the Beast""/Soundtrack Version",0.588,0.325,1,-10.925999999999998,1,0.0374,0.836,1.16e-06,0.127,0.569,126.12700000000001,spotify:track:6mDxu0xwhv5tn1oMTNUypu
"Belle Reprise - From ""Beauty and the Beast""/Soundtrack Version",0.429,0.14800000000000002,11,-15.097000000000001,1,0.0751,0.8540000000000001,0.0,0.349,0.345,79.904,spotify:track:34XWBbHC4hsTBDDbIH8g4g
"Belle - From ""Beauty and the Beast""/Soundtrack Version",0.551,0.384,0,-13.554,1,0.106,0.825,0.0,0.145,0.41700000000000004,129.283,spotify:track:0Q4a3PdGEME9w8Jgqa0Gf3
"I See the Light - From ""Tangled"" / Soundtrack Version",0.281,0.139,5,-14.392000000000001,1,0.0305,0.8290000000000001,0.0,0.0725,0.16899999999999998,92.64,spotify:track:6klpXs2uAjagnZMFkt4qkl
A Star Is Born,0.6809999999999999,0.81,7,-6.348,1,0.0684,0.40700000000000003,9.5e-06,0.397,0.667,117.632,spotify:track:6cLZAx9Q9ZIa0oeLPkSLRM
Go The Distance (Reprise),0.365,0.489,0,-7.847,1,0.0344,0.887,0.000177,0.0599,0.48,113.65899999999999,spotify:track:0NvqetjXrzOkZpX2BSG9Qi
Go the Distance,0.27,0.13,9,-17.07,1,0.0341,0.885,0.00091,0.0767,0.19,73.75,spotify:track:2dHoYvtul7SXjOAkd1b5Rh
I Won't Say (I'm In Love),0.6859999999999999,0.467,0,-10.218,1,0.042,0.247,0.0,0.172,0.441,121.075,spotify:track:1HSJMLtNeDryJN76Tu5Ahf
Where Does My Heart Beat Now,0.528,0.62,10,-10.419,1,0.0285,0.648,1.63e-06,0.0801,0.595,74.051,spotify:track:7vsKlQM1SafffVCcd1NzJn
I Surrender,0.591,0.522,8,-6.281000000000001,0,0.0311,0.552,0.0,0.0891,0.149,114.015,spotify:track:67VjdDhTa5jzQxHGe6f26r
Two Worlds Finale,0.615,0.503,5,-9.144,1,0.0453,0.452,0.05,0.0856,0.22399999999999998,115.99,spotify:track:7jZfg0ULZEzw7w0cUD3N2w
Two Worlds Reprise,0.474,0.867,7,-8.972000000000001,1,0.1,0.24100000000000002,0.49200000000000005,0.11800000000000001,0.0879,110.22399999999999,spotify:track:7Iqno05rC9hqCdbLSC6SMm
Strangers Like Me,0.6729999999999999,0.785,3,-7.041,1,0.0407,0.114,0.000904,0.11900000000000001,0.562,119.78,spotify:track:3T74kgnbHw8JqkYGJKD4Tl
Son of Man,0.642,0.853,9,-5.287999999999999,1,0.0338,0.040999999999999995,0.00035,0.361,0.6940000000000001,141.66299999999998,spotify:track:1LhFadk0aWYczltTjIbFlI
Two Worlds,0.6579999999999999,0.6990000000000001,5,-10.219,0,0.0794,0.21100000000000002,0.0105,0.23600000000000002,0.39399999999999996,110.04799999999999,spotify:track:3icOFPIciIN8FQSyVlpYSF
Introduction,0.376,0.307,2,-13.095,1,0.0351,0.9570000000000001,0.9109999999999999,0.131,0.18899999999999997,79.994,spotify:track:3PYgUmM7AzwGG6Qfurk0TP
The Next Right Thing,0.38299999999999995,0.11599999999999999,0,-14.275,0,0.044000000000000004,0.8320000000000001,2.08e-05,0.385,0.142,115.48,spotify:track:4MJycw2LwmR4tTMtchLw7Q
Show Yourself,0.32,0.431,6,-7.046,1,0.0302,0.7170000000000001,5.0900000000000004e-05,0.0606,0.16899999999999998,123.295,spotify:track:5JcHjigKoy1ABWwZhRmIGh
"Let It Go - From ""Frozen""/Soundtrack Version",0.5429999999999999,0.485,8,-6.85,1,0.0305,0.5579999999999999,0.0,0.12,0.371,136.961,spotify:track:0qcr5FMsEO85NAQjrlDRKo
"Love Is an Open Door - From ""Frozen""/Soundtrack Version",0.737,0.637,6,-6.308,0,0.0735,0.262,0.0,0.319,0.537,100.03299999999999,spotify:track:3IPnBzGRMg6BfViFxxa0Gq
Into the Unknown,0.32299999999999995,0.405,10,-8.533,0,0.0413,0.8490000000000001,0.000544,0.138,0.27399999999999997,145.10399999999998,spotify:track:2JJwUreki4qNMcQiwlaojo
"For the First Time in Forever - From ""Frozen""/Soundtrack Version",0.354,0.41100000000000003,0,-6.018,1,0.0344,0.815,1e-06,0.106,0.43,90.831,spotify:track:70b5Sq3ePOu3Gqg0hjlOtR
Some Things Never Change,0.5660000000000001,0.5429999999999999,5,-4.485,1,0.0314,0.613,0.0,0.106,0.299,89.93700000000001,spotify:track:3tifSIPU9W9AzTriW9tkH6
"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",0.306,0.121,0,-15.550999999999998,0,0.0554,0.85,0.000176,0.257,0.166,174.053,spotify:track:2yi7HZrBOC4bMUSTcs4VK6
All Is Found,0.228,0.204,5,-12.319,1,0.0387,0.9259999999999999,1.1e-05,0.092,0.195,83.37200000000001,spotify:track:1KkVYSqXosoiQmJmto0VAw
Speechless (Full),0.474,0.489,6,-7.625,0,0.0342,0.467,0.0,0.11900000000000001,0.23,124.844,spotify:track:0XPsOSYzDJZJArevQNm2AR
Arabian Nights (2019),0.445,0.532,8,-8.017999999999999,1,0.0405,0.254,0.0,0.109,0.465,128.776,spotify:track:6ZxPYutGhjLTrcmvcshCa4
One Jump Ahead,0.5579999999999999,0.32299999999999995,7,-16.439,1,0.132,0.43700000000000006,0.0,0.7509999999999999,0.659,123.661,spotify:track:1dILRjV0gwHAdZ1hHjW5T3
Arabian Nights,0.475,0.201,9,-15.645,0,0.0441,0.721,0.0,0.21600000000000003,0.48200000000000004,128.813,spotify:track:41yc1aa7GGsGJQSE4deiQz
A Whole New World,0.297,0.225,0,-15.776,1,0.0347,0.846,3.67e-06,0.0992,0.131,126.662,spotify:track:506nvAQgHmkGd13ipZuBwo
Teardrops on My Guitar - Pop Version,0.45899999999999996,0.753,10,-3.827,1,0.0537,0.0402,0.0,0.0863,0.483,199.997,spotify:track:1hxLyjC9D9Jpw6EAPKqWv4
Tim McGraw,0.58,0.491,0,-6.462000000000001,1,0.0251,0.575,0.0,0.121,0.425,76.009,spotify:track:2Fn01AIMyHbha2ceNQeOqw
King Of My Heart,0.675,0.703,0,-7.902,1,0.0382,0.00882,2.21e-06,0.0391,0.314,110.01,spotify:track:7HuBDWi18s4aJM8UFnNheH
Getaway Car,0.562,0.6890000000000001,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.35100000000000003,172.054,spotify:track:0VE4kBnHJUgtMf0dy6DRmW
Haunted,0.434,0.9440000000000001,5,-2.641,1,0.0581,0.0769,0.0,0.151,0.361,162.02,spotify:track:2YjKcFQ1vYFhQPgsmCOjss
Innocent,0.5529999999999999,0.604,1,-5.295,0,0.0258,0.20199999999999999,0.0,0.125,0.18600000000000003,133.989,spotify:track:0mTgFzkDgSAF3nJY25XCXG
Enchanted,0.535,0.618,8,-3.9130000000000003,1,0.0273,0.0716,0.000388,0.16899999999999998,0.228,81.975,spotify:track:04S1pkp1VaIqjg8zZqknR5
Never Grow Up,0.715,0.308,2,-8.829,1,0.0305,0.8290000000000001,0.0,0.16,0.547,124.899,spotify:track:3JilapcaOXzjR9gtvCY8FO
The Story Of Us,0.575,0.855,9,-4.827,1,0.0467,0.000315,0.00161,0.0419,0.84,139.92,spotify:track:3lXekiVK1ZPZbKconsys73
Mean,0.57,0.747,4,-3.978,1,0.0426,0.445,0.0,0.21899999999999997,0.8079999999999999,164.00400000000002,spotify:track:0KztjtD3ytzgYjUKIVfBnW
