name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
Aaja Tujhko Pukare Mera Pyar,0.34299999999999997,0.34600000000000003,9,-12.508,1,0.0353,0.488,1.84e-06,0.13,0.374,129.309,spotify:track:5YvWKnVfeqo3D2j823UDpP
Ye Jo Chilman Hai,0.396,0.669,11,-7.876,0,0.0644,0.88,0.0755,0.0948,0.5379999999999999,82.696,spotify:track:1IhKvdVIHvb0yzEND6kBhl
Caravan Guzar Gaya,0.316,0.258,6,-16.397000000000002,1,0.0416,0.99,0.43799999999999994,0.39899999999999997,0.623,70.679,spotify:track:2VDkC8sNuu61i4e2xmR3Zw
Ae Phoolon Ki Rani,0.371,0.359,4,-14.450999999999999,1,0.0704,0.873,0.00415,0.36200000000000004,0.657,149.339,spotify:track:6u3ZEin2KdyVsb7uD3R0u7
Ek Tha Gul Aur Ek Thi Bulbul,0.586,0.32799999999999996,7,-12.883,0,0.0384,0.9570000000000001,0.0067599999999999995,0.10400000000000001,0.465,112.12,spotify:track:2Qokth9u14S9AifXUT2vFt
O Haseena Zulfonwale Jane Jahan,0.387,0.649,0,-5.197,1,0.0571,0.6809999999999999,5.57e-06,0.3,0.779,92.682,spotify:track:6kXGGT1zngi3GsxgCbxclU
Mere Mitwa Mere Meet Re,0.44799999999999995,0.41600000000000004,7,-12.886,1,0.0371,0.914,0.0,0.132,0.599,154.94899999999998,spotify:track:0LOes4DuGP4wZPlUhLCW7v
Chandan Sa Badan Chanchal Chitwan - Mukesh,0.5920000000000001,0.349,10,-12.918,1,0.0333,0.9059999999999999,1.8100000000000003e-05,0.0767,0.58,93.867,spotify:track:5DylAjiFdp6zs36HV4N8rU
Maine Tere Liye,0.596,0.66,3,-6.082999999999999,1,0.0309,0.85,0.000424,0.371,0.894,126.197,spotify:track:5VP6rxxsMlotzqe8dK5Vt7
Sab Kuchh Seekha Ham Ne,0.575,0.5429999999999999,9,-11.163,0,0.0387,0.473,1.24e-05,0.44799999999999995,0.753,98.29700000000001,spotify:track:46oHmGxAfR7fM9CCmRue9f
Sajan Re Jhoot Mat Bolo,0.371,0.43,0,-13.702,0,0.0391,0.7659999999999999,4.25e-06,0.28300000000000003,0.946,154.67,spotify:track:1YbyDO9YfIpz24xgF5DXMI
Main Pal Do Pal Ka Shair Hoon,0.565,0.33399999999999996,4,-13.626,1,0.0309,0.85,0.0,0.632,0.64,124.193,spotify:track:2MAQWNhW0jKI0qWnNNO8C9
Kisi Ki Muskurahaton Se,0.39399999999999996,0.303,0,-13.401,0,0.049,0.748,2.02e-05,0.0656,0.8370000000000001,207.34799999999998,spotify:track:3tzNahvEgF6D5BgARz8rzS
Suhana Safar Aur Yeh Mausam,0.491,0.308,7,-13.842,0,0.15,0.639,0.0121,0.139,0.614,150.612,spotify:track:0VkIBnXTf4UGNkiVesjGBK
Kya Khoob Lagti Ho,0.429,0.644,6,-9.102,1,0.0383,0.723,7.170000000000001e-05,0.38299999999999995,0.6579999999999999,132.216,spotify:track:3h5YZTfJ4BBpvLVHS6lGUl
Chand Si Mehbooba Ho Meri,0.496,0.33399999999999996,5,-13.575999999999999,1,0.0473,0.723,0.0,0.306,0.6859999999999999,88.139,spotify:track:3ihRHbHv7rxX9YFd4FFFBb
Kahin Door Jab Din Dhal Jaye,0.521,0.424,5,-7.392,1,0.0347,0.852,1.08e-06,0.301,0.484,91.351,spotify:track:2P7i3LoqblIGiNk1Jmbc30
Ek Din Bik Jayega Mati Ke Mol - Happy,0.401,0.537,1,-11.76,1,0.04,0.7809999999999999,1.12e-06,0.253,0.603,93.432,spotify:track:2kVkpyTGbPkDkFNsb0OMMO
Yeh Mera Diwanapan Hai,0.583,0.397,0,-6.816,1,0.0324,0.927,5.68e-06,0.152,0.535,99.244,spotify:track:6O9tpC8F1dzV1JhkiGQ5iU
Jo Tumko Hopasand Wohi Baat Karenge,0.435,0.541,11,-10.087,0,0.0373,0.9079999999999999,0.000724,0.434,0.555,114.307,spotify:track:1YXe3Y3EF0Vjx8PuheWjxi
Woh Chand Khila Woh Tare Hanse,0.652,0.5670000000000001,4,-8.122,1,0.0568,0.853,1.0199999999999999e-05,0.212,0.8959999999999999,125.675,spotify:track:3ql8mvRXXEUJYLaqtPQkwU
Jane Kahan Gaye Woh Din,0.335,0.325,5,-8.615,0,0.0353,0.621,0.0014199999999999998,0.136,0.26899999999999996,140.953,spotify:track:0i5nhVTeTZEKAeINa7Bwkf
Aa Ja Re Ab Mera Dil Pukare,0.583,0.37,0,-5.795,0,0.0272,0.9009999999999999,2.97e-06,0.10300000000000001,0.505,100.986,spotify:track:69LYmV0nkTbLEdIGHlFRXe
Fearless,0.598,0.7140000000000001,5,-4.397,1,0.0273,0.0364,1.04e-06,0.31,0.467,99.979,
Love Story,0.618,0.736,2,-3.937,1,0.0308,0.157,0.0,0.073,0.307,118.98200000000001,
You Belong With Me,0.687,0.7709999999999999,6,-4.4239999999999995,1,0.0384,0.16399999999999998,2.46e-05,0.11199999999999999,0.445,129.964,
